candidate_id,score,rank
CAND_0093912,84.57515814711734,1
CAND_0095619,82.45055306320747,2
CAND_0013613,77.27290238634488,3
CAND_0039383,75.20761380387093,4
CAND_0076163,75.11969166221192,5
CAND_0084819,74.09327935717998,6
CAND_0041669,74.0188980498978,7
CAND_0083852,73.43545433412001,8
CAND_0018499,73.26978355545491,9
CAND_0096142,72.80216075673665,10
CAND_0007460,72.78829346684923,11
CAND_0024147,72.65494376741239,12
CAND_0075249,72.30590718694678,13
CAND_0099806,72.26375426810961,14
CAND_0078002,71.84919930127532,15
CAND_0015493,71.55949524322395,16
CAND_0076904,71.0230044389787,17
CAND_0073504,70.91275799453562,18
CAND_0036520,70.34120218019541,19
CAND_0053591,70.24935080180194,20
CAND_0043228,69.87804239583829,21
CAND_0066035,69.83910140403121,22
CAND_0007596,69.77124410434337,23
CAND_0037944,69.69243808116937,24
CAND_0002120,69.59170133515248,25
CAND_0041568,69.56116808441367,26
CAND_0018549,69.53191784043341,27
CAND_0031593,69.37688346440997,28
CAND_0078042,69.36850631802287,29
CAND_0004402,69.33470175898562,30
CAND_0064130,69.14170501037736,31
CAND_0035879,69.0153287400313,32
CAND_0065277,68.98133583763708,33
CAND_0055960,68.97067635586328,34
CAND_0055992,68.9527481922395,35
CAND_0006567,68.87608371597264,36
CAND_0075574,68.77815154863706,37
CAND_0030348,68.74981364897525,38
CAND_0012957,68.70365501982502,39
CAND_0017178,68.6286415135369,40
CAND_0073917,68.57173228084882,41
CAND_0041402,68.30471168409441,42
CAND_0012888,68.1491359691592,43
CAND_0011687,68.03126071594623,44
CAND_0044222,67.99225208095616,45
CAND_0092706,67.99069429238668,46
CAND_0061257,67.90421595425097,47
CAND_0003557,67.81966455905662,48
CAND_0068932,67.61921215406743,49
CAND_0013536,67.48331355897855,50
CAND_0036184,67.3263257276101,51
CAND_0042100,67.25622210327874,52
CAND_0075439,67.06719279331509,53
CAND_0008978,67.05989406564657,54
CAND_0058412,67.0202263883349,55
CAND_0091534,67.00389304040456,56
CAND_0083879,66.96496561267392,57
CAND_0070485,66.92474033872635,58
CAND_0066798,66.90284819798066,59
CAND_0061244,66.88263395488138,60
CAND_0080534,66.82385175270998,61
CAND_0061265,66.80888144771077,62
CAND_0069248,66.77292405384873,63
CAND_0064331,66.77230000744203,64
CAND_0065786,66.59777090980852,65
CAND_0067403,66.59081913403185,66
CAND_0003841,66.556139040229,67
CAND_0077296,66.55309503819365,68
CAND_0014858,66.54242900322612,69
CAND_0072091,66.53648980403253,70
CAND_0047721,66.43232722125606,71
CAND_0080344,66.03548716628019,72
CAND_0011432,66.00321835125547,73
CAND_0001930,65.98078035002013,74
CAND_0032515,65.92150785285,75
CAND_0084752,65.61121191670333,76
CAND_0013122,65.57431586559579,77
CAND_0091890,65.56705686407005,78
CAND_0006557,65.45369193934592,79
CAND_0023583,65.45165807366661,80
CAND_0014440,65.33759223221732,81
CAND_0016659,65.30044569112549,82
CAND_0073314,65.22143501281182,83
CAND_0049538,65.08989580275136,84
CAND_0013988,65.08334288777903,85
CAND_0046278,65.03663487038023,86
CAND_0078492,64.89897406757838,87
CAND_0020991,64.8790435058863,88
CAND_0039308,64.86988641606618,89
CAND_0074430,64.84059679372842,90
CAND_0057563,64.8006629858303,91
CAND_0068910,64.75741644431001,92
CAND_0032807,64.71331453152453,93
CAND_0013665,64.65969734127029,94
CAND_0015528,64.6500631933564,95
CAND_0057529,64.64302983461224,96
CAND_0079387,64.59152787813414,97
CAND_0093185,64.57579259105913,98
CAND_0001600,64.47497203675603,99
CAND_0000031,64.47081859282906,100
CAND_0088049,64.45863772895545,101
CAND_0035315,64.28547371270363,102
CAND_0003791,64.27932357467729,103
CAND_0037980,64.13821085123713,104
CAND_0054829,64.12746618880821,105
CAND_0003609,63.86451705749373,106
CAND_0074486,63.81593211484777,107
CAND_0060835,63.80151252481329,108
CAND_0069905,63.736354367687525,109
CAND_0052682,63.72813939783501,110
CAND_0039521,63.69495740705308,111
CAND_0088878,63.5528918748458,112
CAND_0036863,63.549465398968316,113
CAND_0010820,63.53726616403124,114
CAND_0030207,63.536141596577735,115
CAND_0081932,63.50611498571631,116
CAND_0061339,63.43931981707439,117
CAND_0070202,63.39470150487219,118
CAND_0002037,63.36136882049418,119
CAND_0054546,63.318362132149694,120
CAND_0098288,63.28922947614013,121
CAND_0074621,63.1771961055251,122
CAND_0011327,63.127427990460774,123
CAND_0086151,63.1113660271015,124
CAND_0078262,63.094438777858855,125
CAND_0050707,63.08087173295678,126
CAND_0015578,63.079803042387624,127
CAND_0065878,63.05263474615475,128
CAND_0001494,63.00625580263724,129
CAND_0087630,63.00085934490052,130
CAND_0043312,62.96158653249863,131
CAND_0054100,62.94133926834114,132
CAND_0015967,62.869875440430015,133
CAND_0057742,62.86640317491265,134
CAND_0044855,62.8616894754139,135
CAND_0082489,62.811325806846014,136
CAND_0045778,62.77911099187338,137
CAND_0002548,62.520608962204605,138
CAND_0041610,62.51742290261886,139
CAND_0034270,62.50456954855653,140
CAND_0059017,62.464361446378746,141
CAND_0060257,62.437348717881996,142
CAND_0010603,62.425750278794396,143
CAND_0009691,62.42334789204641,144
CAND_0026362,62.3714161908761,145
CAND_0063328,62.365420056753614,146
CAND_0042029,62.20159132909198,147
CAND_0011140,62.18736106841787,148
CAND_0050876,62.13522387399202,149
CAND_0088354,62.10213426987541,150
CAND_0027691,62.07214331879473,151
CAND_0030953,62.046118233662284,152
CAND_0081686,62.0019539592807,153
CAND_0025939,61.92809456078044,154
CAND_0088385,61.897396534095506,155
CAND_0010408,61.84583175166739,156
CAND_0046064,61.69091721721337,157
CAND_0058128,61.665004096113165,158
CAND_0069773,61.632587624632826,159
CAND_0058426,61.61581982779154,160
CAND_0091748,61.61544077360018,161
CAND_0030827,61.61403133632162,162
CAND_0020877,61.5852961044952,163
CAND_0061655,61.584837834802045,164
CAND_0097176,61.52716863173036,165
CAND_0008202,61.37327871898248,166
CAND_0099983,61.364107821163586,167
CAND_0056881,61.363782510715055,168
CAND_0080465,61.34452800203437,169
CAND_0007009,61.28827914002613,170
CAND_0098952,61.147656448683364,171
CAND_0046162,61.1425065798335,172
CAND_0021410,61.14152125170244,173
CAND_0001610,61.12896569546839,174
CAND_0038552,61.109978900323306,175
CAND_0040887,61.10857183381514,176
CAND_0053527,60.96530580788405,177
CAND_0087841,60.95499268914612,178
CAND_0005509,60.93922919020472,179
CAND_0018888,60.846211744279344,180
CAND_0060472,60.83843325520696,181
CAND_0016894,60.83698689476726,182
CAND_0082913,60.82999464829497,183
CAND_0067535,60.81054936814688,184
CAND_0081053,60.79488934416095,185
CAND_0066376,60.75177029144544,186
CAND_0068777,60.745379273631656,187
CAND_0095213,60.73231740926373,188
CAND_0072020,60.701885558291735,189
CAND_0002706,60.69060721312045,190
CAND_0006757,60.597824711982106,191
CAND_0046313,60.57166605828869,192
CAND_0024203,60.56477576466551,193
CAND_0008049,60.51321750641413,194
CAND_0002986,60.48133087738456,195
CAND_0040117,60.479153613996914,196
CAND_0061175,60.471342008181516,197
CAND_0015065,60.44091315141138,198
CAND_0033179,60.4218404548852,199
CAND_0065195,60.37955300302345,200
CAND_0093763,60.35568378342202,201
CAND_0010149,60.3271929511742,202
CAND_0074225,60.31938653046576,203
CAND_0052195,60.31767645814431,204
CAND_0022589,60.312728954476334,205
CAND_0064904,60.29980566344574,206
CAND_0092245,60.28607519381105,207
CAND_0030556,60.197273143226525,208
CAND_0061352,60.189275327049046,209
CAND_0073883,60.14713640894529,210
CAND_0092468,60.07928868571527,211
CAND_0063494,60.023159766908286,212
CAND_0022852,60.0219914935584,213
CAND_0076482,60.014898049642326,214
CAND_0028422,60.00980454192772,215
CAND_0087364,59.970750798190224,216
CAND_0007411,59.96759287839206,217
CAND_0009516,59.967449767126546,218
CAND_0040443,59.948494693351996,219
CAND_0000666,59.94487754151804,220
CAND_0047310,59.89745854222143,221
CAND_0091909,59.87853715426168,222
CAND_0038328,59.86248342501723,223
